"","num","Differences","sequencename"
"1",1,643,"gi|8486156|ref|NC_002209.1|Influenza_B_virus|NA|NA|NA|NA"
"216",216,21,"gi|371542133|gb|CY105656.1|A/HaNoi/Q094/2007_H3N2_|02_Feb_2007|2007|Viet_Nam|AS"
"217",217,19,"gi|194269600|gb|EU857359.1|A/Hong_Kong/CUHK68792/2006_H3N2_|27_Dec_2006|2006|China|AS"
"218",218,22,"gi|371542475|gb|CY105800.1|A/HaNoi/TX067/2007_H3N2_|28_Jan_2007|2007|Viet_Nam|AS"
"219",219,20,"gi|371537630|gb|CY104430.1|A/HaNoi/Q039/2007_H3N2_|15_Jan_2007|2007|Viet_Nam|AS"
"220",220,20,"gi|371537533|gb|CY104390.1|A/HaNoi/N015/2007_H3N2_|10_Jan_2007|2007|Viet_Nam|AS"
"221",221,19,"gi|371542171|gb|CY105672.1|A/HaNoi/Q148/2007_H3N2_|06_Mar_2007|2007|Viet_Nam|AS"
"222",222,20,"gi|371537840|gb|CY104518.1|A/HaNoi/TX058/2007_H3N2_|24_Jan_2007|2007|Viet_Nam|AS"
"223",223,20,"gi|371537552|gb|CY104398.1|A/HaNoi/N027/2007_H3N2_|17_Jan_2007|2007|Viet_Nam|AS"
"224",224,21,"gi|371537573|gb|CY104406.1|A/HaNoi/N064/2007_H3N2_|09_Feb_2007|2007|Viet_Nam|AS"
"225",225,43,"gi|158188243|gb|EU199421.1|A/Delaware/13/2007_H3N2_|17_Mar_2007|2007|USA|NA"
"226",226,26,"gi|157281909|gb|CY025487.1|A/New_York/UR06_0515/2007_H3N2_|05_Mar_2007|2007|USA|NA"
"227",227,118,"gi|469937522|gb|KC739161.1|A/Taiwan/78/2003_H3N2_|13_Oct_2003|2003|Taiwan|AS"
"228",228,30,"gi|226955055|gb|CY039009.1|A/Hong_Kong/HKU21/2004_H3N2_|19_Jun_2004|2004|Hong_Kong|EU"
"229",229,42,"gi|225907901|gb|CY038601.1|A/Hong_Kong/HKU16/2004_H3N2_|29_Apr_2004|2004|Hong_Kong|EU"
"230",230,47,"gi|237688886|gb|CY040084.1|A/Taiwan/9/2004_H3N2_|02_Jan_2004|2004|Taiwan|AS"
"231",231,29,"gi|194269612|gb|EU857365.1|A/Hong_Kong/CUHK72014/2003_H3N2_|27_Sep_2003|2003|China|AS"
"232",232,48,"gi|354460174|gb|CY100278.1|A/Hong_Kong/HKU121/2004_H3N2_|18_May_2004|2004|Hong_Kong|EU"
"233",233,29,"gi|194269328|gb|EU857223.1|A/Hong_Kong/CUHK24289/2004_H3N2_|02_Apr_2004|2004|China|AS"
"234",234,29,"gi|194269152|gb|EU857135.1|A/Hong_Kong/CUHK13126/2004_H3N2_|02_Feb_2004|2004|China|AS"
"235",235,28,"gi|194269256|gb|EU857187.1|A/Hong_Kong/CUHK21164/2004_H3N2_|12_Feb_2004|2004|China|AS"
"236",236,30,"gi|226954903|gb|CY038945.1|A/Hong_Kong/HKU4/2004_H3N2_|01_Mar_2004|2004|Hong_Kong|EU"
"237",237,46,"gi|354460079|gb|CY100238.1|A/Hong_Kong/HKU116/2004_H3N2_|08_Mar_2004|2004|Hong_Kong|EU"
"238",238,43,"gi|226955036|gb|CY039001.1|A/Hong_Kong/HKU17/2004_H3N2_|03_May_2004|2004|Hong_Kong|EU"
"239",239,35,"gi|225907863|gb|CY038585.1|A/Hong_Kong/HKU11/2004_H3N2_|25_Mar_2004|2004|Hong_Kong|EU"
"240",240,47,"gi|354460060|gb|CY100230.1|A/Hong_Kong/HKU115/2004_H3N2_|21_Feb_2004|2004|Hong_Kong|EU"
"241",241,30,"gi|194269606|gb|EU857362.1|A/Hong_Kong/CUHK70435/2003_H3N2_|10_Sep_2003|2003|China|AS"
"242",242,114,"gi|469937532|gb|KC739166.1|A/Taiwan/144/2003_H3N2_|23_Dec_2003|2003|Taiwan|AS"
"243",243,31,"gi|194269262|gb|EU857190.1|A/Hong_Kong/CUHK21259/2004_H3N2_|14_Feb_2004|2004|China|AS"
"244",244,113,"gi|469937520|gb|KC739160.1|A/Taiwan/99/2003_H3N2_|14_Oct_2003|2003|Taiwan|AS"
"245",245,114,"gi|469937534|gb|KC739167.1|A/Taiwan/927/2004_H3N2_|03_Jan_2004|2004|Taiwan|AS"
"246",246,29,"gi|194269618|gb|EU857368.1|A/Hong_Kong/CUHK74457/2003_H3N2_|14_Nov_2003|2003|China|AS"
"247",247,25,"gi|194269504|gb|EU857311.1|A/Hong_Kong/CUHK51380/2003_H3N2_|19_Jul_2003|2003|China|AS"
"248",248,28,"gi|194269498|gb|EU857308.1|A/Hong_Kong/CUHK50952/2003_H3N2_|08_Jul_2003|2003|China|AS"
"249",249,35,"gi|225907977|gb|CY038633.1|A/Hong_Kong/HKU29/2004_H3N2_|21_Jul_2004|2004|Hong_Kong|EU"
"250",250,46,"gi|354460288|gb|CY100326.1|A/Hong_Kong/HKU87/2004_H3N2_|24_Jul_2004|2004|Hong_Kong|EU"
"251",251,27,"gi|255529037|gb|CY043746.1|A/Hong_Kong/HKU28/2004_H3N2_|17_Jul_2004|2004|Hong_Kong|EU"
"252",252,26,"gi|194269610|gb|EU857364.1|A/Hong_Kong/CUHK71313/2003_H3N2_|21_Sep_2003|2003|China|AS"
"253",253,25,"gi|194269532|gb|EU857325.1|A/Hong_Kong/CUHK52923/2003_H3N2_|26_Aug_2003|2003|China|AS"
"254",254,27,"gi|194269552|gb|EU857335.1|A/Hong_Kong/CUHK53732/2004_H3N2_|03_Sep_2004|2004|China|AS"
"255",255,27,"gi|194269490|gb|EU857304.1|A/Hong_Kong/CUHK50563/2004_H3N2_|06_Jul_2004|2004|China|AS"
"256",256,27,"gi|194269408|gb|EU857263.1|A/Hong_Kong/CUHK33677/2004_H3N2_|04_May_2004|2004|China|AS"
"257",257,27,"gi|194269412|gb|EU857265.1|A/Hong_Kong/CUHK33851/2004_H3N2_|08_May_2004|2004|China|AS"
"258",258,121,"gi|225033381|gb|FJ805574.1|A/Taiwan/300/2004_H3N2_|06_Apr_2004|2004|Taiwan|AS"
"259",259,46,"gi|354460269|gb|CY100318.1|A/Hong_Kong/HKU86/2004_H3N2_|15_Jul_2004|2004|Hong_Kong|EU"
"260",260,32,"gi|225907920|gb|CY038609.1|A/Hong_Kong/HKU19/2004_H3N2_|01_Jun_2004|2004|Hong_Kong|EU"
"261",261,120,"gi|225033379|gb|FJ805573.1|A/Taiwan/296/2004_H3N2_|08_Mar_2004|2004|Taiwan|AS"
"262",262,111,"gi|469937562|gb|KC739181.1|A/Taiwan/1060/2004_H3N2_|26_May_2004|2004|Taiwan|AS"
"263",263,45,"gi|354460193|gb|CY100286.1|A/Hong_Kong/HKU122/2004_H3N2_|07_Jun_2004|2004|Hong_Kong|EU"
"264",264,26,"gi|194269430|gb|EU857274.1|A/Hong_Kong/CUHK35013/2004_H3N2_|01_Jun_2004|2004|China|AS"
"265",265,35,"gi|226955112|gb|CY039033.1|A/Hong_Kong/HKU30/2004_H3N2_|22_Jul_2004|2004|Hong_Kong|EU"
"266",266,30,"gi|371539713|gb|CY105208.1|A/Hanoi/BM766/2003_H3N2_|16_Jun_2003|2003|Viet_Nam|AS"
"267",267,27,"gi|146197581|dbj|AB281193.1|A/Hanoi/184/2002_H3N2_|19_Jun_2002|2002|Viet_Nam|AS"
"268",268,37,"gi|525553536|gb|KF314603.1|A/India/P036393/2003_H3N2_|04_Aug_2003|2003|India|AS"
"269",269,25,"gi|194269562|gb|EU857340.1|A/Hong_Kong/CUHK5627/2003_H3N2_|18_Jan_2003|2003|China|AS"
"270",270,30,"gi|146197612|dbj|AB281206.1|A/Hanoi/1872/2002_H3N2_|01_Jan_2002|2002|Viet_Nam|AS"
"271",271,31,"gi|334189325|gb|CY091495.1|A/Singapore/NHRC0002/2003_H3N2_|29_Sep_2003|2003|Singapore|AS"
"272",272,31,"gi|334188774|gb|CY091263.1|A/Singapore/NHRC0007/2003_H3N2_|08_Oct_2003|2003|Singapore|AS"
"273",273,31,"gi|334188717|gb|CY091239.1|A/Singapore/NHRC0010/2003_H3N2_|11_Oct_2003|2003|Singapore|AS"
"274",274,33,"gi|334186297|gb|CY091167.1|A/Singapore/NHRC0011/2003_H3N2_|11_Oct_2003|2003|Singapore|AS"
"275",275,33,"gi|193805033|gb|CY032971.1|A/Yucatan/ME6057/2003_H3N2_|20_Mar_2003|2003|Mexico|NA"
"276",276,34,"gi|67058279|gb|CY001538.1|A/New_York/196/2003_H3N2_|19_Feb_2003|2003|USA|NA"
"277",277,31,"gi|426308862|gb|CY100612.1|A/Mexico/InDRE756/2003_H3N2_|04_Feb_2003|2003|Mexico|NA"
"278",278,115,"gi|469937510|gb|KC739155.1|A/Taiwan/24/2003_H3N2_|19_Jan_2003|2003|Taiwan|AS"
"279",279,30,"gi|426308900|gb|CY100628.1|A/Mexico/InDRE940/2003_H3N2_|2003|2003|Mexico|NA"
"280",280,33,"gi|66475122|gb|CY001471.1|A/New_York/203/2003_H3N2_|07_May_2003|2003|USA|NA"
"281",281,29,"gi|62870085|gb|CY001015.1|A/New_York/198/2003_H3N2_|08_Mar_2003|2003|USA|NA"
"282",282,29,"gi|63053631|gb|CY001255.1|A/New_York/199/2003_H3N2_|21_Mar_2003|2003|USA|NA"
"283",283,27,"gi|194269544|gb|EU857331.1|A/Hong_Kong/CUHK53123/2002_H3N2_|18_Dec_2002|2002|China|AS"
"284",284,29,"gi|194269166|gb|EU857142.1|A/Hong_Kong/CUHK13434/2003_H3N2_|03_Mar_2003|2003|China|AS"
"285",285,28,"gi|194269172|gb|EU857145.1|A/Hong_Kong/CUHK13527/2003_H3N2_|05_Mar_2003|2003|China|AS"
"286",286,29,"gi|194269580|gb|EU857349.1|A/Hong_Kong/CUHK6383/2003_H3N2_|07_Feb_2003|2003|China|AS"
"287",287,112,"gi|469937516|gb|KC739158.1|A/Taiwan/59/2003_H3N2_|13_Feb_2003|2003|Taiwan|AS"
"288",288,113,"gi|469937514|gb|KC739157.1|A/Taiwan/58/2003_H3N2_|11_Feb_2003|2003|Taiwan|AS"
"289",289,113,"gi|469937504|gb|KC739152.1|A/Taiwan/12/2003_H3N2_|10_Jan_2003|2003|Taiwan|AS"
"290",290,28,"gi|426308881|gb|CY100620.1|A/Mexico/InDRE835/2003_H3N2_|04_Jul_2003|2003|Mexico|NA"
"291",291,28,"gi|194269566|gb|EU857342.1|A/Hong_Kong/CUHK5723/2003_H3N2_|20_Jan_2003|2003|China|AS"
"292",292,112,"gi|469937508|gb|KC739154.1|A/Taiwan/22/2003_H3N2_|18_Jan_2003|2003|Taiwan|AS"
"293",293,112,"gi|469937500|gb|KC739150.1|A/Taiwan/2/2003_H3N2_|01_Jan_2003|2003|Taiwan|AS"
"294",294,28,"gi|194269512|gb|EU857315.1|A/Hong_Kong/CUHK5167/2003_H3N2_|07_Jan_2003|2003|China|AS"
"295",295,30,"gi|194269500|gb|EU857309.1|A/Hong_Kong/CUHK5111/2003_H3N2_|06_Jan_2003|2003|China|AS"
"296",296,58,"gi|66353874|gb|CY001375.1|A/New_York/201/2003_H3N2_|10_Apr_2003|2003|USA|NA"
"297",297,43,"gi|159895979|gb|EU268229.1|A/Wyoming/03/2003_H3N2_|2003|2003|USA|NA"
"298",298,27,"gi|383279689|gb|CY114359.1|A/Netherlands/222/2003_H3N2_|14_Apr_2003|2003|Netherlands|EU"
"299",299,27,"gi|77747406|gb|CY003682.1|A/New_York/485/2003_H3N2_|20_Jan_2003|2003|USA|NA"
"300",300,27,"gi|194269588|gb|EU857353.1|A/Hong_Kong/CUHK6427/2003_H3N2_|08_Feb_2003|2003|China|AS"
"301",301,27,"gi|134306645|gb|EF512568.1|A/Wyoming/3/2003_X_147_H3N2_|2003|2003|USA|NA"
"302",302,27,"gi|393693181|gb|CY116600.1|A/Wyoming/03/2003_H3N2_|13_Feb_2003|2003|USA|NA"
"303",303,27,"gi|194352318|gb|CY034110.1|A/Wyoming/03/2003_H3N2_|2003|2003|USA|NA"
"304",304,27,"gi|383214854|gb|CY112983.1|A/Netherlands/217/2003_H3N2_|20_Apr_2003|2003|Netherlands|EU"
"305",305,27,"gi|393693163|gb|CY116591.1|A/Netherlands/213/2003_H3N2_|2003|2003|Netherlands|EU"
"306",306,27,"gi|304419347|gb|HQ166054.1|A/Netherlands/213/2003_H3N2_|20_Apr_2003|2003|Netherlands|EU"
"307",307,27,"gi|393693149|gb|CY116584.1|A/Finland/170/2003_H3N2_|2003|2003|Finland|EU"
"308",308,27,"gi|194269548|gb|EU857333.1|A/Hong_Kong/CUHK53327/2002_H3N2_|27_Dec_2002|2002|China|AS"
"309",309,27,"gi|194269546|gb|EU857332.1|A/Hong_Kong/CUHK5316/2003_H3N2_|10_Jan_2003|2003|China|AS"
"310",310,27,"gi|194269164|gb|EU857141.1|A/Hong_Kong/CUHK13339/2003_H3N2_|03_Mar_2003|2003|China|AS"
"311",311,26,"gi|383286715|gb|CY112975.1|A/Netherlands/109/2003_H3N2_|17_Mar_2003|2003|Netherlands|EU"
"312",312,27,"gi|194269570|gb|EU857344.1|A/Hong_Kong/CUHK6205/2003_H3N2_|03_Feb_2003|2003|China|AS"
"313",313,26,"gi|194269162|gb|EU857140.1|A/Hong_Kong/CUHK13299/2003_H3N2_|01_Mar_2003|2003|China|AS"
"314",314,26,"gi|194269168|gb|EU857143.1|A/Hong_Kong/CUHK13483/2003_H3N2_|04_Mar_2003|2003|China|AS"
"315",315,111,"gi|469937518|gb|KC739159.1|A/Taiwan/63/2003_H3N2_|01_Mar_2003|2003|Taiwan|AS"
"316",316,30,"gi|194269496|gb|EU857307.1|A/Hong_Kong/CUHK50895/2003_H3N2_|06_Jul_2003|2003|China|AS"
"317",317,29,"gi|371539827|gb|CY105256.1|A/HaNoi/HN695/2003_H3N2_|14_Aug_2003|2003|Viet_Nam|AS"
"318",318,29,"gi|146197617|dbj|AB281208.1|A/Hanoi/695/2003_H3N2_|Aug_2003|2003|Viet_Nam|AS"
"319",319,29,"gi|371536439|gb|CY104078.1|A/HaNoi/ARI189/2003_H3N2_|2003|2003|Viet_Nam|AS"
"320",320,29,"gi|194269514|gb|EU857316.1|A/Hong_Kong/CUHK52011/2003_H3N2_|05_Aug_2003|2003|China|AS"
"321",321,29,"gi|555233253|gb|CY112959.2|A/Netherlands/22/2003_H3N2_|23_Feb_2003|2003|Netherlands|EU"
"322",322,27,"gi|194269406|gb|EU857262.1|A/Hong_Kong/CUHK33418/2001_H3N2_|09_Aug_2001|2001|China|AS"
"323",323,29,"gi|146197600|dbj|AB281201.1|A/Hanoi/209/2002_H3N2_|04_Jul_2002|2002|Viet_Nam|AS"
"324",324,29,"gi|371539865|gb|CY105272.1|A/HaNoi/662/2004_H3N2_|2004|2004|Viet_Nam|AS"
"325",325,27,"gi|371539884|gb|CY105280.1|A/HaNoi/BM769/2004_H3N2_|2004|2004|Viet_Nam|AS"
"326",326,28,"gi|371539732|gb|CY105216.1|A/Hanoi/BM767/2003_H3N2_|16_Jun_2003|2003|Viet_Nam|AS"
"327",327,28,"gi|194269590|gb|EU857354.1|A/Hong_Kong/CUHK6474/2003_H3N2_|10_Feb_2003|2003|China|AS"
"328",328,25,"gi|194269576|gb|EU857347.1|A/Hong_Kong/CUHK6262/2003_H3N2_|04_Feb_2003|2003|China|AS"
"329",329,23,"gi|83659783|gb|CY006861.1|A/New_York/214/2003_H3N2_|23_Apr_2003|2003|USA|NA"
"330",330,41,"gi|146197605|dbj|AB281203.1|A/Hanoi/235/2002_H3N2_|10_Jul_2002|2002|Viet_Nam|AS"
"331",331,27,"gi|392352788|gb|CY121450.1|A/Fujian/445/2003_H3N2_|2003|2003|China|AS"
"332",332,27,"gi|194269578|gb|EU857348.1|A/Hong_Kong/CUHK6377/2003_H3N2_|07_Feb_2003|2003|China|AS"
"333",333,26,"gi|194269536|gb|EU857327.1|A/Hong_Kong/CUHK5296/2002_H3N2_|12_Jan_2002|2002|China|AS"
"334",334,26,"gi|194269502|gb|EU857310.1|A/Hong_Kong/CUHK51353/2003_H3N2_|18_Jul_2003|2003|China|AS"
"335",335,111,"gi|469937502|gb|KC739151.1|A/Taiwan/3/2003_H3N2_|02_Jan_2003|2003|Taiwan|AS"
"336",336,25,"gi|387535037|gb|CY118660.1|A/Malaysia/23606/2002_H3N2_|18_Nov_2002|2002|Malaysia|AS"
"337",337,40,"gi|193805014|gb|CY032963.1|A/Yucatan/844/2003_H3N2_|19_Mar_2003|2003|Mexico|NA"
"338",338,26,"gi|194269398|gb|EU857258.1|A/Hong_Kong/CUHK33199/2002_H3N2_|04_Jul_2002|2002|China|AS"
"339",339,25,"gi|194269276|gb|EU857197.1|A/Hong_Kong/CUHK21742/2002_H3N2_|08_Apr_2002|2002|China|AS"
"340",340,24,"gi|371540036|gb|CY105344.1|A/HaNoi/BM544/2004_H3N2_|2004|2004|Viet_Nam|AS"
"341",341,24,"gi|146197593|dbj|AB281198.1|A/Hanoi/197/2002_H3N2_|26_Jun_2002|2002|Viet_Nam|AS"
"342",342,25,"gi|146197588|dbj|AB281196.1|A/Hanoi/190/2002_H3N2_|23_Jun_2002|2002|Viet_Nam|AS"
"343",343,44,"gi|327365719|gb|JF710718.1|A/England/Rvu3164/2003_H3N2_|28_Apr_2003|2003|United_Kingdom|EU"
"344",344,44,"gi|327365717|gb|JF710717.1|A/England/Rvu3163/2003_H3N2_|24_Apr_2003|2003|United_Kingdom|EU"
"345",345,24,"gi|194269484|gb|EU857301.1|A/Hong_Kong/CUHK50256/2002_H3N2_|03_Oct_2002|2002|China|AS"
"346",346,24,"gi|194269482|gb|EU857300.1|A/Hong_Kong/CUHK50200/2002_H3N2_|01_Oct_2002|2002|China|AS"
"347",347,24,"gi|383214759|gb|CY112935.1|A/Fujian/411/2002_H3N2_|2002|2002|China|AS"
"348",348,40,"gi|380507635|gb|CY088485.1|A/Fujian/411/2002_H3N2_|2002|2002|China|AS"
"349",349,24,"gi|194269324|gb|EU857221.1|A/Hong_Kong/CUHK24167/2002_H3N2_|04_Jun_2002|2002|China|AS"
"350",350,23,"gi|194269508|gb|EU857313.1|A/Hong_Kong/CUHK51431/2001_H3N2_|26_Dec_2001|2001|China|AS"
"351",351,23,"gi|194269394|gb|EU857256.1|A/Hong_Kong/CUHK33079/2002_H3N2_|02_Jul_2002|2002|China|AS"
"352",352,23,"gi|194269314|gb|EU857216.1|A/Hong_Kong/CUHK23162/2002_H3N2_|10_May_2002|2002|China|AS"
"353",353,23,"gi|194269160|gb|EU857139.1|A/Hong_Kong/CUHK13278/2002_H3N2_|04_Mar_2002|2002|China|AS"
"354",354,23,"gi|194269480|gb|EU857299.1|A/Hong_Kong/CUHK50080/2001_H3N2_|08_Nov_2001|2001|China|AS"
"355",355,23,"gi|194269320|gb|EU857219.1|A/Hong_Kong/CUHK24054/2002_H3N2_|02_Jun_2002|2002|China|AS"
"356",356,21,"gi|194269526|gb|EU857322.1|A/Hong_Kong/CUHK5251/2002_H3N2_|10_Jan_2002|2002|China|AS"
"357",357,22,"gi|194269524|gb|EU857321.1|A/Hong_Kong/CUHK5250/2002_H3N2_|10_Jan_2002|2002|China|AS"
"358",358,22,"gi|194269316|gb|EU857217.1|A/Hong_Kong/CUHK23180/2002_H3N2_|12_May_2002|2002|China|AS"
"359",359,22,"gi|194269312|gb|EU857215.1|A/Hong_Kong/CUHK23113/2002_H3N2_|10_May_2002|2002|China|AS"
"360",360,21,"gi|194269336|gb|EU857227.1|A/Hong_Kong/CUHK24749/2001_H3N2_|19_Jul_2001|2001|China|AS"
"361",361,21,"gi|194269322|gb|EU857220.1|A/Hong_Kong/CUHK24114/2002_H3N2_|03_Jun_2002|2002|China|AS"
"362",362,108,"gi|469937512|gb|KC739156.1|A/Taiwan/47/2003_H3N2_|05_Feb_2003|2003|Taiwan|AS"
"363",363,106,"gi|469937496|gb|KC739148.1|A/Taiwan/478/2002_H3N2_|05_Dec_2002|2002|Taiwan|AS"
"364",364,23,"gi|345539887|gb|JN617984.1|A/Thailand/Siriraj_06/2002_H3N2_|24_Jun_2002|2002|Thailand|AS"
"365",365,23,"gi|194269270|gb|EU857194.1|A/Hong_Kong/CUHK21713/2002_H3N2_|04_Apr_2002|2002|China|AS"
"366",366,21,"gi|194269424|gb|EU857271.1|A/Hong_Kong/CUHK34193/2002_H3N2_|02_Aug_2002|2002|China|AS"
"367",367,23,"gi|194269422|gb|EU857270.1|A/Hong_Kong/CUHK34175/2002_H3N2_|01_Aug_2002|2002|China|AS"
"368",368,23,"gi|194269396|gb|EU857257.1|A/Hong_Kong/CUHK33106/2002_H3N2_|02_Jul_2002|2002|China|AS"
"369",369,23,"gi|194269392|gb|EU857255.1|A/Hong_Kong/CUHK33047/2002_H3N2_|01_Jul_2002|2002|China|AS"
"370",370,22,"gi|194269318|gb|EU857218.1|A/Hong_Kong/CUHK24044/2002_H3N2_|01_Jun_2002|2002|China|AS"
"371",371,29,"gi|194269522|gb|EU857320.1|A/Hong_Kong/CUHK52467/2003_H3N2_|18_Aug_2003|2003|China|AS"
"372",372,113,"gi|469937558|gb|KC739179.1|A/Taiwan/981/2004_H3N2_|03_Apr_2004|2004|Taiwan|AS"
"373",373,113,"gi|469937556|gb|KC739178.1|A/Taiwan/612/2004_H3N2_|13_Feb_2004|2004|Taiwan|AS"
"374",374,115,"gi|469937528|gb|KC739164.1|A/Taiwan/143/2003_H3N2_|15_Dec_2003|2003|Taiwan|AS"
"375",375,113,"gi|469937530|gb|KC739165.1|A/Taiwan/145/2003_H3N2_|25_Dec_2003|2003|Taiwan|AS"
"376",376,28,"gi|73761459|gb|CY002522.1|A/New_York/204/2003_H3N2_|08/16/2003|2003|USA|NA"
"377",377,112,"gi|469937498|gb|KC739149.1|A/Taiwan/115/2003_H3N2_|02_Nov_2003|2003|Taiwan|AS"
"378",378,110,"gi|469937526|gb|KC739163.1|A/Taiwan/139/2003_H3N2_|11_Dec_2003|2003|Taiwan|AS"
"379",379,115,"gi|469937630|gb|KC739215.1|A/Taiwan/601/2005_H3N2_|18_Dec_2005|2005|Taiwan|AS"
"380",380,24,"gi|72580921|gb|CY002242.1|A/New_York/375/2005_H3N2_|01/29/2005|2005|USA|NA"
"381",381,24,"gi|77543667|gb|CY003338.1|A/New_York/354/2004_H3N2_|28_Dec_2004|2004|USA|NA"
"382",382,48,"gi|80973807|gb|CY006125.1|A/New_York/191/2005_H3N2_|07_Jan_2005|2005|USA|NA"
"383",383,44,"gi|80973976|gb|CY006157.1|A/New_York/258/2005_H3N2_|18_Jan_2005|2005|USA|NA"
"384",384,19,"gi|75180829|gb|CY002722.1|A/New_York/352/2005_H3N2_|01/04/2005|2005|USA|NA"
"385",385,44,"gi|73762506|gb|CY002610.1|A/New_York/190/2004_H3N2_|11/11/2004|2004|USA|NA"
"386",386,44,"gi|72602266|gb|CY002266.1|A/New_York/388/2005_H3N2_|01/28/2005|2005|USA|NA"
"387",387,24,"gi|73665770|gb|CY002426.1|A/New_York/360/2004_H3N2_|18_Nov_2004|2004|USA|NA"
"388",388,43,"gi|75215958|gb|CY002770.1|A/New_York/200/2004_H3N2_|11/22/2004|2004|USA|NA"
"389",389,40,"gi|75214325|gb|CY002762.1|A/New_York/68/2004_H3N2_|11/06/2004|2004|USA|NA"
"390",390,46,"gi|73665880|gb|CY002418.1|A/New_York/353/2004_H3N2_|11/05/2004|2004|USA|NA"
"391",391,18,"gi|84105417|gb|CY007645.1|A/New_York/245/2004_H3N2_|18_Nov_2004|2004|USA|NA"
"392",392,18,"gi|76366073|gb|CY003034.1|A/New_York/351/2004_H3N2_|11/06/2004|2004|USA|NA"
"393",393,18,"gi|334182131|gb|CY090999.1|A/South_Carolina/NHRC0002/2005_H3N2_|10_Mar_2005|2005|USA|NA"
"394",394,18,"gi|72572298|gb|CY002202.1|A/New_York/369/2005_H3N2_|01/03/2005|2005|USA|NA"
"395",395,18,"gi|120434292|gb|CY019167.1|A/New_York/900/2004_H3N2_|22_Dec_2004|2004|USA|NA"
"396",396,18,"gi|120434273|gb|CY019159.1|A/New_York/900/2004_H3N2_|22_Dec_2004|2004|USA|NA"
"397",397,18,"gi|120434254|gb|CY019151.1|A/New_York/900/2004_H3N2_|22_Dec_2004|2004|USA|NA"
"398",398,18,"gi|120434235|gb|CY019143.1|A/New_York/900/2004_H3N2_|22_Dec_2004|2004|USA|NA"
"399",399,18,"gi|125663998|gb|CY019813.1|A/New_York/900/2004_H3N2_|22_Dec_2004|2004|USA|NA"
"400",400,18,"gi|72569007|gb|CY002226.1|A/New_York/372/2004_H3N2_|12/22/2004|2004|USA|NA"
"401",401,18,"gi|73666560|gb|CY002490.1|A/New_York/393/2005_H3N2_|03/23/2005|2005|USA|NA"
"402",402,17,"gi|73665926|gb|CY002458.1|A/New_York/373/2005_H3N2_|02/22/2005|2005|USA|NA"
"403",403,17,"gi|71564751|gb|CY002042.1|A/New_York/386/2004_H3N2_|12/22/2004|2004|USA|NA"
"404",404,17,"gi|72556636|gb|CY002194.1|A/New_York/366/2004_H3N2_|12/20/2004|2004|USA|NA"
"405",405,20,"gi|82502222|gb|CY006437.1|A/New_York/368/2004_H3N2_|11_Nov_2004|2004|USA|NA"
"406",406,17,"gi|80973788|gb|CY006117.1|A/New_York/355/2004_H3N2_|01_Nov_2004|2004|USA|NA"
"407",407,20,"gi|194140582|gb|EU879077.1|A/Argentina/135/2005_H3N2_|13_Jun_2005|2005|Argentina|SA"
"408",408,23,"gi|594203959|gb|CY172385.1|A/New_York/1028/2006_H3N2_|20_Feb_2006|2006|USA|NA"
"409",409,21,"gi|334183536|gb|CY091079.1|A/Missouri/NHRC0001/2006_H3N2_|05_Apr_2006|2006|USA|NA"
"410",410,18,"gi|85833234|gb|CY008358.1|A/Canterbury/104/2005_H3N2_|27_Jun_2005|2005|New_Zealand|OC"
"411",411,18,"gi|87043044|gb|CY008558.1|A/Canterbury/105/2005_H3N2_|27_Jun_2005|2005|New_Zealand|OC"
"412",412,17,"gi|113170981|gb|CY014049.1|A/Wellington/3/2005_H3N2_|13_Jul_2005|2005|New_Zealand|OC"
"413",413,30,"gi|113170943|gb|CY014033.1|A/Wellington/2/2005_H3N2_|11_Jul_2005|2005|New_Zealand|OC"
"414",414,35,"gi|156123545|gb|EU100656.1|A/Wisconsin/45/2006_H3N2_|15_Dec_2006|2006|USA|NA"
"415",415,36,"gi|156123521|gb|EU100644.1|A/Florida/02/2007_H3N2_|08_Jan_2007|2007|USA|NA"
"416",416,37,"gi|594204674|gb|CY172529.1|A/New_York/1048/2006_H3N2_|31_Mar_2006|2006|USA|NA"
"417",417,37,"gi|594204121|gb|CY172417.1|A/New_York/1032/2006_H3N2_|06_Mar_2006|2006|USA|NA"
"418",418,37,"gi|208972495|gb|FJ231858.1|A/Mecklenburg_Vorpommern/3/2006_H3N2_|2006|2006|Germany|EU"
"419",419,21,"gi|594203568|gb|CY172305.1|A/New_York/1018/2006_H3N2_|15_Feb_2006|2006|USA|NA"
"420",420,36,"gi|208972499|gb|FJ231860.1|A/Niedersachsen/6/2006_H3N2_|2006|2006|Germany|EU"
"421",421,37,"gi|208972473|gb|FJ231847.1|A/Bayern/14/2006_H3N2_|2006|2006|Germany|EU"
"422",422,20,"gi|594204294|gb|CY172449.1|A/New_York/1036/2006_H3N2_|08_Mar_2006|2006|USA|NA"
"423",423,20,"gi|594203092|gb|CY172217.1|A/New_York/1006/2006_H3N2_|08_Jan_2006|2006|USA|NA"
"424",424,19,"gi|334183498|gb|CY091063.1|A/South_Carolina/NHRC0001/2006_H3N2_|28_Mar_2006|2006|USA|NA"
"425",425,18,"gi|334183776|gb|CY091087.1|A/Illinois/NHRC0002/2006_H3N2_|06_Apr_2006|2006|USA|NA"
