"","num","Differences","sequencename"
"1",1,642,"gi|8486127|ref|NC_002018.1|A/Puerto_Rico/8/1934_H1N1_|NA|NA|Puerto_Rico|NA"
"248",248,56,"gi|488465290|gb|KC891846.1|B/Alaska/18/2012|20_Jul_2012|2012|USA|NA"
"249",249,56,"gi|488465285|gb|KC891844.1|B/Alaska/19/2012|20_Jul_2012|2012|USA|NA"
"250",250,56,"gi|488465263|gb|KC891835.1|B/Alaska/17/2012|17_Jul_2012|2012|USA|NA"
"251",251,56,"gi|488465031|gb|KC891749.1|B/Wisconsin/05/2012|04_May_2012|2012|USA|NA"
"252",252,56,"gi|488464889|gb|KC891697.1|B/Alaska/14/2012|17_Jul_2012|2012|USA|NA"
"253",253,57,"gi|356598835|gb|JN992784.1|B/North_Carolina/01/2010|24_Feb_2010|2010|USA|NA"
"254",254,89,"gi|448267443|gb|KC457565.1|B/Japan/527/2008|11_Nov_2008|2008|Japan|AS"
"255",255,82,"gi|448267446|gb|KC457566.1|B/Japan/528/2008|11_Nov_2008|2008|Japan|AS"
"256",256,91,"gi|448267440|gb|KC457564.1|B/Japan/526/2008|11_Nov_2008|2008|Japan|AS"
"257",257,54,"gi|354551891|gb|JN899558.1|B/New_Jersey/11/2008|29_Dec_2008|2008|USA|NA"
"258",258,54,"gi|251825352|gb|GQ340597.1|B/New_Jersey/11/2008|29_Dec_2008|2008|USA|NA"
"259",259,50,"gi|251825379|gb|GQ340665.1|B/New_Jersey/10/2008|11_Dec_2008|2008|USA|NA"
"260",260,50,"gi|251825376|gb|GQ340615.1|B/New_Jersey/10/2008|11_Dec_2008|2008|USA|NA"
"261",261,51,"gi|283137904|gb|GU323437.1|B/Incheon/2501/2008|17_Mar_2008|2008|South_Korea|AS"
"262",262,57,"gi|448269307|gb|KC458418.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"263",263,56,"gi|448269310|gb|KC458419.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"264",264,56,"gi|448269298|gb|KC458415.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"265",265,56,"gi|448269286|gb|KC458411.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"266",266,63,"gi|448267419|gb|KC457557.1|B/Japan/852/2009|19_Nov_2009|2009|Japan|AS"
"267",267,58,"gi|448269319|gb|KC458422.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"268",268,57,"gi|448269313|gb|KC458420.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"269",269,55,"gi|448269322|gb|KC458423.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"270",270,55,"gi|448269316|gb|KC458421.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"271",271,55,"gi|448269304|gb|KC458417.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"272",272,55,"gi|448269301|gb|KC458416.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"273",273,55,"gi|448269295|gb|KC458414.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"274",274,55,"gi|448269292|gb|KC458413.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"275",275,55,"gi|448269289|gb|KC458412.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"276",276,55,"gi|448269283|gb|KC458410.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"277",277,75,"gi|448267422|gb|KC457558.1|B/Japan/853/2009|19_Nov_2009|2009|Japan|AS"
"278",278,52,"gi|214003701|gb|FJ480166.1|B/Washington/12/2008|29_Sep_2008|2008|USA|NA"
"279",279,50,"gi|170181666|gb|EU566957.1|B/Missouri/01/2008|03_Jan_2008|2008|USA|NA"
"280",280,50,"gi|189303186|gb|EU779544.1|B/New_York/10/2007|21_Dec_2007|2007|USA|NA"
"281",281,50,"gi|189303181|gb|EU779542.1|B/New_York/10/2007|21_Dec_2007|2007|USA|NA"
"282",282,53,"gi|283137874|gb|GU323427.1|B/Chungnam/1081/2008|30_Jan_2008|2008|South_Korea|AS"
"283",283,51,"gi|549435112|gb|CY156252.1|B/Brisbane/23/2007|01_Oct_2007|2007|Australia|OC"
"284",284,51,"gi|549434713|gb|CY156084.1|B/Victoria/863/2007|17_Aug_2007|2007|Australia|OC"
"285",285,51,"gi|549434675|gb|CY156068.1|B/Sydney/201/2007|16_Aug_2007|2007|Australia|OC"
"286",286,51,"gi|549434618|gb|CY156044.1|B/Victoria/805/2007|13_Aug_2007|2007|Australia|OC"
"287",287,51,"gi|398324086|gb|JX266941.1|B/Taiwan/3798/2007|28_May_2007|2007|Taiwan|AS"
"288",288,52,"gi|549434808|gb|CY156124.1|B/Victoria/505/2007|03_Sep_2007|2007|Australia|OC"
"289",289,50,"gi|283137883|gb|GU323430.1|B/Incheon/1302/2008|29_Feb_2008|2008|South_Korea|AS"
"290",290,49,"gi|283137841|gb|GU323416.1|B/Daejeon/358/2008|14_Jan_2008|2008|South_Korea|AS"
"291",291,51,"gi|283137868|gb|GU323425.1|B/Busan/976/2008|05_Feb_2008|2008|South_Korea|AS"
"292",292,48,"gi|283137922|gb|GU323443.1|B/Daejeon/3808/2008|03_Apr_2008|2008|South_Korea|AS"
"293",293,50,"gi|283137901|gb|GU323436.1|B/Busan/2422/2008|09_Mar_2008|2008|South_Korea|AS"
"294",294,50,"gi|283137823|gb|GU323410.1|B/Ulsan/4532/2007|11_Dec_2007|2007|South_Korea|AS"
"295",295,49,"gi|251825388|gb|GQ340621.1|B/Alaska/03/2008|06_Oct_2008|2008|USA|NA"
"296",296,49,"gi|283137907|gb|GU323438.1|B/Ulsan/2216/2008|11_Feb_2008|2008|South_Korea|AS"
"297",297,49,"gi|283137838|gb|GU323415.1|B/Busan/284/2008|09_Jan_2008|2008|South_Korea|AS"
"298",298,49,"gi|283137886|gb|GU323431.1|B/Incheon/1355/2008|29_Feb_2008|2008|South_Korea|AS"
"299",299,49,"gi|283137877|gb|GU323428.1|B/Chungbuk/1205/2008|04_Feb_2008|2008|South_Korea|AS"
"300",300,48,"gi|189303226|gb|EU779560.1|B/Wisconsin/12/2008|20_Jan_2008|2008|USA|NA"
"301",301,48,"gi|283137889|gb|GU323432.1|B/Gangwon/1372/2008|16_Feb_2008|2008|South_Korea|AS"
"302",302,48,"gi|283137853|gb|GU323420.1|B/Gyeongnam/684/2008|28_Jan_2008|2008|South_Korea|AS"
"303",303,48,"gi|283137829|gb|GU323412.1|B/Chungnam/4548/2007|15_Dec_2007|2007|South_Korea|AS"
"304",304,48,"gi|283137865|gb|GU323424.1|B/Busan/953/2008|02_Feb_2008|2008|South_Korea|AS"
"305",305,47,"gi|283137856|gb|GU323421.1|B/Chungbuk/765/2008|14_Jan_2008|2008|South_Korea|AS"
"306",306,47,"gi|251825298|gb|GQ340562.1|B/Pennsylvania/11/2007|03_Nov_2007|2007|USA|NA"
"307",307,47,"gi|189484158|gb|EU791329.1|B/Ulaanbaatar/2373/2007|2007|2007|Mongolia|AS"
"308",308,47,"gi|189484137|gb|EU791322.1|B/Arvaikheer/2476/2007|14_Mar_2007|2007|Mongolia|AS"
"309",309,49,"gi|283137859|gb|GU323422.1|B/Incheon/850/2008|11_Feb_2008|2008|South_Korea|AS"
"310",310,49,"gi|402485507|gb|JX465448.1|B/Gyeonggi/99/2008|13_Jan_2008|2008|South_Korea|AS"
"311",311,49,"gi|283137847|gb|GU323418.1|B/Jeonbuk/481/2008|28_Jan_2008|2008|South_Korea|AS"
"312",312,49,"gi|283137880|gb|GU323429.1|B/Incheon/1276/2008|27_Feb_2008|2008|South_Korea|AS"
"313",313,53,"gi|387466561|gb|CY118380.1|B/Malaysia/1822191/2007|20_Jul_2007|2007|Malaysia|AS"
"314",314,57,"gi|168824954|gb|EU515990.1|B/California/15/2007|24_Oct_2007|2007|USA|NA"
"315",315,57,"gi|168824912|gb|EU515976.1|B/California/17/2007|24_Oct_2007|2007|USA|NA"
"316",316,53,"gi|194354416|gb|EU889029.1|B/New_York/05/2008|10_Apr_2008|2008|USA|NA"
"317",317,54,"gi|251825385|gb|GQ340619.1|B/Maryland/03/2008|20_Nov_2008|2008|USA|NA"
"318",318,54,"gi|196050016|gb|FJ009307.1|B/New_York/06/2008|03_Apr_2008|2008|USA|NA"
"319",319,49,"gi|168824906|gb|EU515957.1|B/Pennsylvania/09/2007|30_Mar_2007|2007|USA|NA"
"320",320,53,"gi|251825367|gb|GQ340609.1|B/Nebraska/03/2008|14_Apr_2008|2008|USA|NA"
"321",321,51,"gi|251825304|gb|GQ340565.1|B/Florida/10/2008|27_Oct_2008|2008|USA|NA"
"322",322,51,"gi|222433691|gb|FJ686905.1|B/Florida/10/2008|27_Oct_2008|2008|USA|NA"
"323",323,51,"gi|189303288|gb|EU779585.1|B/Hawaii/02/2008|18_Jan_2008|2008|USA|NA"
"324",324,50,"gi|196049991|gb|FJ009297.1|B/Indiana/12/2008|21_Apr_2008|2008|USA|NA"
"325",325,52,"gi|354551827|gb|JN899534.1|B/Minnesota/08/2009|26_Aug_2009|2009|USA|NA"
"326",326,52,"gi|254927584|gb|GQ423426.1|B/Canada/88/2007|21_Dec_2007|2007|Canada|NA"
"327",327,52,"gi|213688680|gb|FJ461679.1|B/Cheongju/437/2008|23_Feb_2008|2008|South_Korea|AS"
"328",328,52,"gi|213688677|gb|FJ461678.1|B/Cheongju/411/2008|19_Feb_2008|2008|South_Korea|AS"
"329",329,52,"gi|168824981|gb|EU516012.1|B/Wisconsin/03/2007|15_Dec_2007|2007|USA|NA"
"330",330,52,"gi|168824924|gb|EU515980.1|B/Florida/01/2007|30_Oct_2007|2007|USA|NA"
"331",331,52,"gi|168824915|gb|EU515977.1|B/Florida/01/2007|30_Oct_2007|2007|USA|NA"
"332",332,52,"gi|189303241|gb|EU779566.1|B/Texas/03/2008|23_Jan_2008|2008|USA|NA"
"333",333,50,"gi|193084817|gb|EU852028.1|B/Texas/06/2008|15_Mar_2008|2008|USA|NA"
"334",334,52,"gi|189303176|gb|EU779540.1|B/Arkansas/01/2007|2007|2007|USA|NA"
"335",335,51,"gi|170181673|gb|EU566960.1|B/Arkansas/01/2007|2007|2007|USA|NA"
"336",336,51,"gi|168824900|gb|EU515955.1|B/Pennsylvania/07/2007|15_Mar_2007|2007|USA|NA"
"337",337,51,"gi|168824852|gb|EU515928.1|B/Pennsylvania/07/2007|15_Mar_2007|2007|USA|NA"
"338",338,53,"gi|168824918|gb|EU515978.1|B/Delaware/01/2007|06_Nov_2007|2007|USA|NA"
"339",339,52,"gi|168824984|gb|EU516013.1|B/Delaware/03/2007|29_Nov_2007|2007|USA|NA"
"340",340,52,"gi|168824960|gb|EU516005.1|B/Delaware/01/2007|06_Nov_2007|2007|USA|NA"
"341",341,52,"gi|168824804|gb|EU515890.1|B/Delaware/02/2007|06_Nov_2007|2007|USA|NA"
"342",342,51,"gi|402485510|gb|JX465449.1|B/Gyeonggi/162/2008|19_Feb_2008|2008|South_Korea|AS"
"343",343,51,"gi|194354372|gb|EU889011.1|B/Vermont/02/2008|03_Mar_2008|2008|USA|NA"
"344",344,51,"gi|193084782|gb|EU852014.1|B/New_Jersey/03/2008|07_Mar_2008|2008|USA|NA"
"345",345,51,"gi|189303328|gb|EU779601.1|B/North_Dakota/01/2008|11_Feb_2008|2008|USA|NA"
"346",346,49,"gi|189303236|gb|EU779564.1|B/Louisiana/01/2008|15_Jan_2008|2008|USA|NA"
"347",347,51,"gi|193084842|gb|EU852038.1|B/Minnesota/04/2008|10_Mar_2008|2008|USA|NA"
"348",348,51,"gi|168824921|gb|EU515979.1|B/Massachusetts/04/2007|15_Oct_2007|2007|USA|NA"
"349",349,50,"gi|168824876|gb|EU515936.1|B/Nebraska/03/2007|27_Feb_2007|2007|USA|NA"
"350",350,51,"gi|283137832|gb|GU323413.1|B/Incheon/4560/2007|21_Dec_2007|2007|South_Korea|AS"
"351",351,51,"gi|283137820|gb|GU323409.1|B/Incheon/4502/2007|03_Nov_2007|2007|South_Korea|AS"
"352",352,52,"gi|225676990|gb|CY038345.1|B/Managua/4787.01/2008|04_Mar_2008|2008|Nicaragua|NA"
"353",353,51,"gi|631490457|gb|CY040435.2|B/Managua/4577.01/2008|02_Jun_2008|2008|Nicaragua|NA"
"354",354,51,"gi|631490205|gb|CY098880.2|B/Managua/70.01/2008|19_Feb_2008|2008|Nicaragua|NA"
"355",355,49,"gi|398324092|gb|JX266943.1|B/Taiwan/2563/2008|07_Apr_2008|2008|Taiwan|AS"
"356",356,49,"gi|283137925|gb|GU323444.1|B/Jeonbuk/3810/2008|31_Mar_2008|2008|South_Korea|AS"
"357",357,49,"gi|189303221|gb|EU779558.1|B/New_York/01/2008|10_Jan_2008|2008|USA|NA"
"358",358,49,"gi|189303216|gb|EU779556.1|B/New_York/01/2008|10_Jan_2008|2008|USA|NA"
"359",359,49,"gi|283137916|gb|GU323441.1|B/Gyeongbuk/3218/2008|05_Feb_2008|2008|South_Korea|AS"
"360",360,49,"gi|283137871|gb|GU323426.1|B/Chungnam/1076/2008|30_Jan_2008|2008|South_Korea|AS"
"361",361,49,"gi|283137913|gb|GU323440.1|B/Jeonbuk/2554/2008|01_Feb_2008|2008|South_Korea|AS"
"362",362,49,"gi|283137850|gb|GU323419.1|B/Gyeongnam/632/2008|23_Jan_2008|2008|South_Korea|AS"
"363",363,49,"gi|283137826|gb|GU323411.1|B/Busan/4538/2007|18_Dec_2007|2007|South_Korea|AS"
"364",364,48,"gi|556093186|gb|KF765551.1|B/Finland/214/2009|2009|2009|Finland|EU"
"365",365,48,"gi|556093141|gb|KF765533.1|B/Finland/504/2009|2009|2009|Finland|EU"
"366",366,48,"gi|283137895|gb|GU323434.1|B/Gyeongnam/1774/2008|11_Feb_2008|2008|South_Korea|AS"
"367",367,48,"gi|283137862|gb|GU323423.1|B/Busan/918/2008|25_Jan_2008|2008|South_Korea|AS"
"368",368,48,"gi|196050011|gb|FJ009305.1|B/Florida/09/2008|26_Apr_2008|2008|USA|NA"
"369",369,50,"gi|194354362|gb|EU889007.1|B/Massachusetts/01/2008|04_Mar_2008|2008|USA|NA"
"370",370,50,"gi|189303343|gb|EU779607.1|B/Texas/04/2008|01_Feb_2008|2008|USA|NA"
"371",371,50,"gi|214003694|gb|FJ480163.1|B/New_Jersey/05/2008|13_Mar_2008|2008|USA|NA"
"372",372,51,"gi|251825433|gb|GQ340652.1|B/New_Jersey/06/2008|26_Apr_2008|2008|USA|NA"
"373",373,51,"gi|214003674|gb|FJ480155.1|B/New_Jersey/06/2008|26_Apr_2008|2008|USA|NA"
"374",374,50,"gi|168824855|gb|EU515929.1|B/New_Jersey/03/2007|20_May_2007|2007|USA|NA"
"375",375,50,"gi|168824903|gb|EU515956.1|B/New_Mexico/02/2007|23_May_2007|2007|USA|NA"
"376",376,50,"gi|168824888|gb|EU515943.1|B/New_Mexico/02/2007|23_May_2007|2007|USA|NA"
"377",377,49,"gi|507593922|gb|KF009553.1|B/Florida/04/2006|01_Nov_2006|2006|USA|NA"
"378",378,49,"gi|307101759|gb|CY073896.1|B/Florida/4/2006|01_Nov_2006|2006|USA|NA"
"379",379,52,"gi|156123559|gb|EU100661.1|B/Florida/4/2006|01_Nov_2006|2006|USA|NA"
"380",380,49,"gi|168824879|gb|EU515938.1|B/Florida/4/2006|01_Nov_2006|2006|USA|NA"
"381",381,51,"gi|197239625|gb|FJ152013.1|B/Florida/02/2008|18_Mar_2008|2008|USA|NA"
"382",382,49,"gi|168824891|gb|EU515952.1|B/Pennsylvania/10/2007|23_Mar_2007|2007|USA|NA"
"383",383,51,"gi|168824882|gb|EU515941.1|B/Hawaii/02/2007|15_Aug_2007|2007|USA|NA"
"384",384,51,"gi|168824822|gb|EU515918.1|B/Wisconsin/01/2007|29_Mar_2007|2007|USA|NA"
"385",385,52,"gi|255529701|gb|GQ451544.1|B/Hawaii/03/2009|30_Mar_2009|2009|USA|NA"
"386",386,49,"gi|214003721|gb|FJ480174.1|B/California/03/2008|15_Sep_2008|2008|USA|NA"
"387",387,54,"gi|556089487|gb|CY150787.1|B/Christchurch/29/2008|29_Jul_2008|2008|New_Zealand|OC"
"388",388,54,"gi|549436309|gb|CY156756.1|B/Auckland/136/2008|21_Aug_2008|2008|New_Zealand|OC"
"389",389,55,"gi|549435017|gb|CY156212.1|B/Brisbane/19/2007|17_Sep_2007|2007|Australia|OC"
"390",390,55,"gi|549434941|gb|CY156180.1|B/Brisbane/18/2007|11_Sep_2007|2007|Australia|OC"
"391",391,50,"gi|283137835|gb|GU323414.1|B/Gyeongnam/204/2008|08_Jan_2008|2008|South_Korea|AS"
"392",392,51,"gi|283137910|gb|GU323439.1|B/Ulsan/2327/2008|25_Feb_2008|2008|South_Korea|AS"
"393",393,50,"gi|549434599|gb|CY156036.1|B/Sydney/502/2007|12_Aug_2007|2007|Australia|OC"
"394",394,50,"gi|549434428|gb|CY155964.1|B/Sydney/2/2007|04_Jul_2007|2007|Australia|OC"
"395",395,50,"gi|549395769|gb|CY150636.1|B/Sydney/5/2007|10_Aug_2007|2007|Australia|OC"
"396",396,51,"gi|194351945|gb|CY033966.1|B/Taiwan/71523/2007|06_Aug_2007|2007|Taiwan|AS"
"397",397,50,"gi|189303191|gb|EU779546.1|B/New_York/11/2007|24_Dec_2007|2007|USA|NA"
"398",398,50,"gi|168824972|gb|EU516009.1|B/New_Jersey/01/2008|04_Jan_2008|2008|USA|NA"
"399",399,49,"gi|170181663|gb|EU566956.1|B/New_York/11/2007|24_Dec_2007|2007|USA|NA"
"400",400,49,"gi|189303333|gb|EU779603.1|B/North_Dakota/02/2008|13_Feb_2008|2008|USA|NA"
"401",401,49,"gi|168824966|gb|EU516007.1|B/New_York/11/2007|24_Dec_2007|2007|USA|NA"
"402",402,49,"gi|312843081|gb|CY077415.1|B/Ulaanbaatar/2481/2008|02_Feb_2008|2008|Mongolia|AS"
"403",403,53,"gi|156123547|gb|EU100657.1|B/Wisconsin/2/2006|11_Feb_2006|2006|USA|NA"
"404",404,47,"gi|351066112|gb|CY099771.1|B/California/NHRC0002/2006|09_Mar_2006|2006|USA|NA"
"405",405,49,"gi|327506282|gb|JF733876.1|B/Yokohama/10/2005|2005|2005|Japan|AS"
"406",406,49,"gi|327506216|gb|JF733854.1|B/Chiba/41/2005|2005|2005|Japan|AS"
"407",407,49,"gi|327506213|gb|JF733853.1|B/Chiba/17/2005|2005|2005|Japan|AS"
"408",408,50,"gi|156123550|gb|EU100658.1|B/Michigan/2/2006|12_Jan_2006|2006|USA|NA"
"409",409,48,"gi|327506267|gb|JF733871.1|B/Yamagata/186/2005|2005|2005|Japan|AS"
"410",410,47,"gi|327506294|gb|JF733880.1|B/Yokohama/50/2005|2005|2005|Japan|AS"
"411",411,47,"gi|327506297|gb|JF733881.1|B/Yokohama/53/2005|2005|2005|Japan|AS"
"412",412,47,"gi|327506291|gb|JF733879.1|B/Yokohama/37/2005|2005|2005|Japan|AS"
"413",413,47,"gi|327506252|gb|JF733866.1|B/Gifu_C/23/2005|2005|2005|Japan|AS"
"414",414,47,"gi|327506288|gb|JF733878.1|B/Yokohama/22/2005|2005|2005|Japan|AS"
"415",415,47,"gi|327506285|gb|JF733877.1|B/Yokohama/12/2005|2005|2005|Japan|AS"
"416",416,47,"gi|327506264|gb|JF733870.1|B/Oita/16/2005|2005|2005|Japan|AS"
"417",417,45,"gi|114942385|gb|CY015364.1|B/New_York/14e/2005|23_Mar_2005|2005|USA|NA"
"418",418,46,"gi|327506243|gb|JF733863.1|B/Gifu_C/13/2005|2005|2005|Japan|AS"
"419",419,46,"gi|327506240|gb|JF733862.1|B/Gifu_C/11/2005|2005|2005|Japan|AS"
"420",420,48,"gi|333610090|gb|JF972552.1|B/Auckland/2/2001|07_Jun_2001|2001|New_Zealand|OC"
"421",421,49,"gi|333610081|gb|JF972549.1|B/Texas/12/2000|01_Jan_2000|2000|USA|NA"
"422",422,49,"gi|549413958|gb|CY154660.1|B/Victoria/341/2002|08_May_2002|2002|Australia|OC"
"423",423,49,"gi|327506303|gb|JF733883.1|B/Shimane/100/2002|2002|2002|Japan|AS"
"424",424,58,"gi|356599624|gb|JN993081.1|B/Texas/04/2010|11_Sep_2010|2010|USA|NA"
"425",425,57,"gi|356599800|gb|JN993147.1|B/New_York/02/2010|26_Nov_2010|2010|USA|NA"
"426",426,58,"gi|356599306|gb|JN992961.1|B/Arizona/06/2010|09_Dec_2010|2010|USA|NA"
"427",427,58,"gi|356599139|gb|JN992898.1|B/Arizona/03/2010|27_Nov_2010|2010|USA|NA"
"428",428,60,"gi|333891228|gb|JF965358.1|B/Kol/673/2006|05_Dec_2006|2006|India|AS"
"429",429,59,"gi|333891226|gb|JF965357.1|B/Kol/667/2006|04_Dec_2006|2006|India|AS"
"430",430,59,"gi|333891224|gb|JF965356.1|B/Kol/515/2006|20_Sep_2006|2006|India|AS"
"431",431,56,"gi|327365390|gb|JF693252.1|B/Kol/537/2006|04_Oct_2006|2006|India|AS"
"432",432,50,"gi|251825445|gb|GQ340657.1|B/Wisconsin/08/2008|05_Feb_2008|2008|USA|NA"
"433",433,49,"gi|251825436|gb|GQ340653.1|B/Wisconsin/09/2008|05_Feb_2008|2008|USA|NA"
"434",434,49,"gi|251825391|gb|GQ340622.1|B/Wisconsin/11/2008|05_Feb_2008|2008|USA|NA"
"435",435,53,"gi|189484140|gb|EU791323.1|B/Orchon/2505/2007|2007|2007|Mongolia|AS"
"436",436,55,"gi|476405501|gb|KC814109.1|B/Indiana/10/2011|24_Aug_2011|2011|USA|NA"
"437",437,56,"gi|590123166|gb|KJ532243.1|B/New_York/10/2013|19_Dec_2013|2013|USA|NA"
"438",438,59,"gi|590123050|gb|KJ532198.1|B/Arizona/08/2013|27_Sep_2013|2013|USA|NA"
"439",439,59,"gi|512772262|gb|KF217037.1|B/New_Hampshire/02/2013|15_Jan_2013|2013|USA|NA"
"440",440,59,"gi|512771890|gb|KF216898.1|B/New_Hampshire/01/2013|15_Jan_2013|2013|USA|NA"
"441",441,55,"gi|451329986|gb|KC488872.1|B/Saint_Petersburg/RII24/2012|21_Mar_2012|2012|Russia|AS"
"442",442,55,"gi|451329981|gb|KC488870.1|B/Saint_Petersburg/RII24/2012|21_Mar_2012|2012|Russia|AS"
"443",443,56,"gi|488464744|gb|KC891642.1|B/Wisconsin/02/2012|04_Feb_2012|2012|USA|NA"
"444",444,56,"gi|451329993|gb|KC488875.1|B/Saint_Petersburg/RII42/2012|04_Apr_2012|2012|Russia|AS"
"445",445,58,"gi|451330383|gb|KC479004.1|B/Ontario/0040194/2012|15_Mar_2012|2012|Canada|NA"
"446",446,59,"gi|574456392|gb|KJ136211.1|B/New_Jersey/08/2013|18_Apr_2013|2013|USA|NA"
"447",447,58,"gi|512771884|gb|KF216896.1|B/Vermont/07/2012|02_Dec_2012|2012|USA|NA"
"448",448,56,"gi|476405026|gb|KC813926.1|B/Illinois/03/2011|08_Mar_2011|2011|USA|NA"
"449",449,57,"gi|488465187|gb|KC891806.1|B/Maryland/03/2012|24_Feb_2012|2012|USA|NA"
"450",450,57,"gi|476404817|gb|KC813847.1|B/Connecticut/02/2011|14_Feb_2011|2011|USA|NA"
"451",451,56,"gi|549436708|gb|CY156924.1|B/Brisbane/112/2011|26_Sep_2011|2011|Australia|OC"
"452",452,56,"gi|476405004|gb|KC813918.1|B/Florida/06/2011|16_Mar_2011|2011|USA|NA"
"453",453,56,"gi|476404341|gb|KC813665.1|B/Colorado/04/2011|30_Mar_2011|2011|USA|NA"
"454",454,56,"gi|476404244|gb|KC813626.1|B/North_Carolina/19/2011|17_Feb_2011|2011|USA|NA"
"455",455,55,"gi|356598859|gb|JN992793.1|B/Florida/01/2010|08_Sep_2010|2010|USA|NA"
"456",456,54,"gi|476404985|gb|KC813911.1|B/Indiana/06/2011|06_Mar_2011|2011|USA|NA"
"457",457,54,"gi|476405408|gb|KC814073.1|B/Maryland/03/2011|04_Apr_2011|2011|USA|NA"
"458",458,53,"gi|356599187|gb|JN992916.1|B/Indiana/06/2010|29_Nov_2010|2010|USA|NA"
"459",459,54,"gi|476404636|gb|KC813779.1|B/Louisiana/04/2011|11_Jan_2011|2011|USA|NA"
"460",460,54,"gi|476405200|gb|KC813993.1|B/Louisiana/08/2011|09_Feb_2011|2011|USA|NA"
"461",461,55,"gi|356599219|gb|JN992928.1|B/Louisiana/03/2010|06_Dec_2010|2010|USA|NA"
"462",462,55,"gi|476404785|gb|KC813835.1|B/Minnesota/02/2011|31_Jan_2011|2011|USA|NA"
"463",463,55,"gi|476404076|gb|KC813561.1|B/Maine/01/2011|14_Jan_2011|2011|USA|NA"
"464",464,55,"gi|356599584|gb|JN993066.1|B/Massachusetts/02/2010|31_Jul_2010|2010|USA|NA"
"465",465,54,"gi|356598819|gb|JN992778.1|B/Georgia/01/2010|11_Jun_2010|2010|USA|NA"
"466",466,54,"gi|356598811|gb|JN992775.1|B/Georgia/01/2010|11_Jun_2010|2010|USA|NA"
"467",467,54,"gi|476405213|gb|KC813998.1|B/Louisiana/10/2011|14_Feb_2011|2011|USA|NA"
"468",468,55,"gi|476405162|gb|KC813978.1|B/Texas/06/2011|16_Feb_2011|2011|USA|NA"
"469",469,55,"gi|476405148|gb|KC813973.1|B/Texas/06/2011|16_Feb_2011|2011|USA|NA"
"470",470,61,"gi|574456472|gb|KJ136241.1|B/Florida/03/2013|10_Apr_2013|2013|USA|NA"
"471",471,57,"gi|488464932|gb|KC891712.1|B/Massachusetts/04/2012|18_Apr_2012|2012|USA|NA"
"472",472,60,"gi|488464736|gb|KC891639.1|B/Washington/10/2011|27_Dec_2011|2011|USA|NA"
"473",473,59,"gi|488465336|gb|KC891863.1|B/Hawaii/05/2011|05_Dec_2011|2011|USA|NA"
"474",474,58,"gi|488464840|gb|KC891678.1|B/New_Mexico/06/2011|25_Oct_2011|2011|USA|NA"
"475",475,55,"gi|488465839|gb|KC892053.1|B/Washington/05/2012|05_Apr_2012|2012|USA|NA"
"476",476,57,"gi|440234767|gb|CY130167.1|B/Florida/3038/2012|20_Sep_2012|2012|USA|NA"
"477",477,56,"gi|383446932|gb|CY114532.1|B/Novosibirsk/RII03/2012|24_Jan_2012|2012|Russia|AS"
"478",478,56,"gi|383446922|gb|CY114528.1|B/Novosibirsk/RII01/2012|17_Jan_2012|2012|Russia|AS"
"479",479,73,"gi|383446927|gb|CY114530.1|B/Novosibirsk/RII02/2012|19_Jan_2012|2012|Russia|AS"
"480",480,60,"gi|451330365|gb|KC478998.1|B/Ontario/0157913/2012|18_Feb_2012|2012|Canada|NA"
"481",481,58,"gi|488464864|gb|KC891687.1|B/Illinois/04/2011|14_Nov_2011|2011|USA|NA"
"482",482,58,"gi|488465756|gb|KC892021.1|B/Arizona/01/2012|21_Jan_2012|2012|USA|NA"
"483",483,55,"gi|488465879|gb|KC892068.1|B/South_Carolina/03/2012|04_Apr_2012|2012|USA|NA"
"484",484,56,"gi|488465769|gb|KC892026.1|B/Connecticut/04/2011|21_Dec_2011|2011|USA|NA"
"485",485,56,"gi|488465328|gb|KC891860.1|B/California/15/2011|08_Dec_2011|2011|USA|NA"
"486",486,57,"gi|488464809|gb|KC891666.1|B/Hawaii/03/2011|14_Oct_2011|2011|USA|NA"
"487",487,56,"gi|476404279|gb|KC813640.1|B/North_Carolina/24/2011|08_Feb_2011|2011|USA|NA"
"488",488,54,"gi|356598939|gb|JN992823.1|B/Pennsylvania/13/2010|19_Sep_2010|2010|USA|NA"
"489",489,54,"gi|356598931|gb|JN992820.1|B/Pennsylvania/13/2010|19_Sep_2010|2010|USA|NA"
"490",490,55,"gi|356599340|gb|JN992974.1|B/North_Carolina/03/2010|22_Nov_2010|2010|USA|NA"
